Sangat membantu dalam mengerjakan tugas sehari-sehari sehingga dapat waktu lebih efisien dan pekerjaan dapat cepat selesai,Iya,"Tidak, karena profesi akuntansi selalu membutuhkan SDM yang memiliki kompetensi di bidang akuntansi sehingga walaupun ada kemajuan teknologi maka profesi akuntansi tetap dibutuhkan ",Iya,Tidak
Excited namun sedikit cemas,"Tentu saja berdampak, saat ini teknologi sangat memegang peranan penting dalam kehidupan manusia",Iya benar,Iya benar,"Iya, karena peranan robot dapat menguasai profesi akuntansi di dunia seiring dengan canggihnya teknologi"
sangat bermanfaat,tidak semua,belum tentu,Iya,Bisa jadi
Berguna untuk membantu manusia dalam pekerjaan,Sebagian besar berpengaruh ,Profesi akuntansi terkena disrupsi,Iya,Tidak karena profesi akuntan harus peduli dengan perkembangan terakhir dalam teknologi dan mampu mengadopsi teknologi tersebut untuk meningkatkan kinerja secara keseluruhan
Menurut saya Pribadi Membantu Masyarakat secara Fisik dan Secara emosi sangat tidak membantu manusia,Menurut saya tidak,Menurut saya Terkena yang mana banyak dari antara kamu yang pekerjaan digantikan oleh robotik,Menurut saya betul adanya,Menurut saya akan seperti itu
bagus untuk meningkatkan efisiensi dan produktivitas dalam berbagai sektor,iya berdampak pada hampir semua bidang profesi ,iya ,iya ,iya
cukup terkesan dan merasa memang era sekarang sudah sangat berkembang,sangat berdampak,"sedikit, karena melihat akuntansi juga perlu manusia untuk pengambilan keputusan tidak sekedar hanya robot saja","bisa jadi, karena mempermudah mendapatkan data dan hasil yg diinginkan lebih cepat didapat","bisa jadi, tetapi tetap adanya profesi akuntansi karena tidak bisa hanya menggunakan robotic atau AI saja"
Cukup bagus dalam perkembangan efisiensi dan efektivitas kehidupan sehari-hari sebagai umat manusia di seluruh dunia pada seluruh aspek bidang kehidupan.,Atas adanya perubahan suatu hal tentu saja terdapat penyesuaian yang harus dilakukan untuk menginputkan perubahan tersebut sebagai elemen yang terbiasa dalam sehari-hari. Tentu saja adanya society 5.0 akan berdampak pada seluruh bidang profesi.,Akuntansi merupakan salah satu bidang yang berpotensi dapat terkena disrupsi di masa depan jika aspek-aspek lainmya terkena automatisasi dalam kesehariannya. ,"Mungkin saja, jika terdapat praktik yang dapat dilakukan kedepannya sebagai penyesuaian akan society 5.0. Namun, atas adanya teknologi A.I yang canggih dan efisien dalam waktu akan membuat tenaga kerja dalam profesi akuntansi tergantikan dengan automatisasi dalam perkembangan society 5.0 kedepannya.","Profesi akuntansi akan menyesuaikan pada perubahannya, tidak tergeser. Keputusan yang hanya dapat dilakukan oleh manusia nantinya yang akan menjadi kunci resiliensi dari profesi akuntansi, seperti pemikiran out-of-the-box, critical thinking, ataupun penuntasan risiko yang baru dialami pertama kali."
Menurut saya dengan adanya society 5.0 membawa dampak yang baik bagi manusia yaitu memudahkan manusia untuk beraktifitas namun juga terdapat dampak buruk yaitu pekerjaan manusia akan tergantikan dengan sistem robotik sehingga manusia banyak Yang akan kehilangan pekerjaan,Iya karena secara keseluruhan munculnya society 5.0 membawa perubahan signifikan pada berbagai bidang profesi karena beberapa pekerjaan dapat digantikan dengan sistem robotik yang tidak lagi memerlukan tenaga manusia lagi,"Iya bidang akuntansi juga terkena dampak disrupsi akibat perkembangan big data,robotika,dan kecerdasan buatan. Beberapa perubahan yang terjadi dalam bidang akuntansi sebagai dampak dari disrupsi adalah otomatisasi,analisa data,dan peran akuntan",Menurut saya iya karena kembali lagi bahwa teknologi tersebut digunakan untuk lebih memudahkan dalam melakukan pekerjaan yang tidak mengenal lelah karena jika dibandingkan dengan tenaga manusia yang dimana manusia memiliki batasan atau tidak dapat berkerja selama 24 jam ,Menurut saya kemungkinan besar akan terjadi karena dilihat dari perkembangan jaman yang semakin hari semakin canggih dan kita sebagai manusia dituntut untuk mengikuti supaya kita tidak mengalami ketertinggalan 
"Bagus sebagai penunjang profesi, tetapi sebagai ancaman juga apabila tidak dapat bersaing dengan kemampuan digital","Pasti. Semua yang dilakukan manual, akan dilakukan oleh mesin. Walaupun nantinya mesin masih membutuhkan pengawasan manusia, tetapi itu hanya ada beberapa orang.",Semua profesi pasti terkena,Pasti,Mungkin akan tergeser apabila makna secara kasar. Maka dibutuhkan skill tambahan yang mampu menyaingi teknologi digital. Digital juga tidak akan bergerak jika tidak dioperasikan oleh manusia
sangat baik demi meningkatkan IPTEK pada negara indonesia,"kemungkinan iya, karena mempengaruhi perkembangan teknologi",kemungkinan,"kemungkinan iya, karena secara tidak langsung SDM akan terkalahkan demgan adanya teknologi yang semakin maju","sepertinya tidak, di satu sisi dalam hal teknologi atau sains yg dibuat tentu ada titik lemah yang pasti perlu di upgrade dalam setiap permasalahan, sehingga disini profesi akuntasi kadang masih terbutuhkan mengingat teknologi tidak selamnya akan berjalan sempurna kedepannya"
"Pendapat saya, di era society 5.0 akan menjadi era yang sangat maju dimana semua kegiatan dapat dibantu dengan AI, robotic dan big data sehingga memudahkan dalam kegiatan sehari-hari yang serba cepat.","Iya, munculnya society 5.0 akan berdampak pada beberapa bidang profesi seperti contoh munculnya robot yang dapat mengganti tenaga manusia sehingga dapat menyebabkan beberapa tidak memiliki pekerjaan (pengangguran) dikarenakan diganti oleh robot.","Iya, profesi akuntansi dapat terkena disrupsi","Iya, lebih banyak menggunakan robot tetapi tetap dibutuhkan tenaga manusia dalam mengontrol dan mengawasi jalannya suatu pekerjaan khususnya di bidang akuntansi","Bisa tergeser, namun tidak sepenuhnya"
"sangat bagus untuk menunjang karir, untuk membantu kita menyelesaikan suatu tugas dengan lebih efektif dan efisien","pasti, karena semua profesi sekarang juga menggunakan IT ya walau tidak semua tetapi sebagian besar jadi digantikan dengan robot atau program komputer","pasti, karena dalam akuntansi pun harus menguasai pembukuan, dan segala macamnya. dan mungkin banyak perusahaan yang sekarang mau pembukuan secara program atau mengikuti kemajuan teknologi saat ini.","iya, karena data-data akuntansi yang harus di analisis banyak dan mungkin akan lebih cepat jika para accountant mengerjakan tugasnya menggunakan kecerdasan buatan","mungkin tidak, karena saya yakin sebagus-bagusnya kecerdasan buatan pasti akan ada minusnya juga, karena yang membuat juga manusia."
"Menurut saya ada nya robotic dan kecerdasan buatan dapat memunculkan pengaruh negatif dan juga positif, pengaruh positif ada nya robotic dapat meringankan pekerjaan kita namun disamping itu dengan adanya robotic akan menambah angka pengangguran karena secara tidak langsung tenaga kerja manusia banyak tergantikan oleh tenaga buatan ","Ya , tapi menurut saya tidak semua tugas seorang akuntan bisa di ambil alih oleh robotic dan kecerdasan buatan","Ya , tapi bisa jadi tetap dibutuhkan karena tidak semua tugasnya bisa digantikan oleh robotic","Iya , Jika melihat keadaan saat ini sepertinya ",5-6 tahun ke depan
Menurut saya dengan munculnya society 5.0 di era sekarang ini dapat berdampak pada semua bidang profesi ,Ada kemungkin iyaa,Semua bidang juga akan terkena disrupsi termasuk akuntansi ,Iyaa,Ada kemungkinan iya karena dengan adanya kecerdasan buatan dapat mempengaruhi semua. Dan tergantikan dengan teknologi robotic tersebut 
solusi atas permasalahan sosial dan kemajuan ekonomi melalui sistem integrasi antara dunia maya dan fisik.,Ya,Tidak,Tidak,Peran mereka tidak dapat digantikan oleh komputer dan teknologi informasi lainnya. 
"Menurut pendapat saya ada dampak negatif ada Dampak  positifnya, positif nya yaitu memudahkan dalam menjalankan sebuah pekerjaan.  Dan negatifnya yaitu kemungkinan sebagian orang akan tergantikan oleh IA",Tidak semua ada sebagin profesi tidak dapat di gantikan oleh robot,Menurut saya tidak juga mengapa karena untuk menjalankan AI kita juga memerlukan seorang akuntan untuk memantau karena IA juga tidak bisa berjalan normal 100%,Jika itu terjadi kemungkinan Iya,Iya tapi tidak semuanya mungkin sebagian dan juga akan mengurangi minat dalam bidang akuntansi 
Menurut saya mengenai society 5.0 suatu terobosan yang baik bagi perkembangan zaman yang sesuai dengan berkembangnya tekhnologi. Semoga dengan munculnya era society 5.0 dapat membawa perubahan baik bagi masyarakat dalam segala aspek.,"Tidak pada semua bidang, namun tentunya ada profesi yang diuntungkan dan dirugikan akibat adanya era socuety 5.0 ini. Namun hal ini memberikan tantangan dalam berbagai bidang profesi agar dapat menyeimbangkan dengan adanya era society 5.0","Menurut saya, profesi akuntansi bisa terkena disrupsi karena dengan adanya siciety 5.0 dapat merubah tenaga kerja yang dilakukan oleh manusia mengenai sistem informasi akuntansi dengan teknologi yang ada di era society 5.0","Iyaaa, sesuai dengan perkembangan zaman dapat memungkinkan profesi akuntansi digantikan oleh teknologi.",Mungkin sekitas 5 tahun kedepan.
Menurut saya dengan adanya society 5.0 ini memang dapat mempermudah segala aktivitas namun terlepas dari itu perlu memunculkan kembali era yg dulu agar tidak terlepas/terlupakan,menurut saya tidak semuanya karena itu bukan hal yang menyeluruh,"tidak,sebab profesi akuntansi ini sudah dari dulu makannya tidak terkena disrupsi",dengan adanya disrupsi ini yg tidak ber indikasi pada teknologi robotic dll sebab profesi akuntansi ini perlu adanya pemikiran yg rasional atau  manual ,tidak akan karena profesi ini sangat perlu adanya people di dalamnya
"bagus, karna dapat membantu mempermudah manusia",dengan munculnya society 5.0 mungkin dapat berdampak pada semua profesi namun society 5.0 tidak akan bisa menggantikan semua profesi yg ada,"profesi akuntansi mungkin saja bisa, tp tidak di semua peranan akuntansi. karena secanggih² nya robotic akan memerlukan tenaga manusia juga",fifty fifty,mungkin 70% iyaa 
Diera society 5.0 ini dengan adanya munculnya big data robotic dan kecerdasan buatan membuat manusia lebih mudah untuk melakukan aktifitas sehari hari dengan bantuan robotic dan kecerdasan buatan membuat mereka lebih mudah untuk melakukannya setiah hari.,"menitikberatkan pada penerapan teknologi tinggi seperti IoT dan AI untuk meningkatkan efisiensi dan produktivitas dalam berbagai sektor, serta mengurangi dampak negatif terhadap lingkungan dan membantu mencapai tujuan pembangunan berkelanjutan.","Iya, karna dibidang profesi akuntansi itu termasuk disrupsi karena dengan adanya profesi akuntansi kita lebih mudah untuk melamar pekerjaan apalagi yang sudah mempunyai skill tentang akuntansi.","Diera society 5.0 ini manusia lebih banyak menggunakan teknologi robotic big data dan kecerdasan buatan agar mereka lebih enjoy dan tenang dalam melakukan hal apapun untuk mereka yang berkaitan dengan aktifitas yang menggunakan teknologi, apalagi diera yang sudah modern ini diindinesia pun sudah banyak perubahan apalagi diluar negeri mereka sudah banyak yang menggunakan robotic dan kecerdasan buatan.",Mungkin peranannya akan tergeser karena teknologinya semakin janggih dan bagus untuk digunakan oleh manusia 
"Menurut saya, dengan munculnya society 5.0 ini dapat berdampak sekali terhadap bidang-bidang profesi yang ada, karena bisa jadi profesi yang ada bisa diganti dengan teknologi yang canggih sehingga dapat menimbulkan pengangguran. 
Tapi tentunya society 5.0 ini juga memiliki dapat positif tersendiri. ","Dengan munculnya society 5.0 dapat berdampak bagi semua bidang, tidak hanya dibidang akuntansi atau akuntan saja.","Menurut saya, profesi akuntansi akan menjadi salah satu bidang profesi yang akan terkena dampak disrupsi. ","Bisa jadi, bidang profesi akuntansi lebih banyak menggunakan teknologi robotic, big data da kecerdasan buatan. Tapi juga kembali kepada kebijakan perusahaan tersebut. ","Menurut saya, profesi akuntansi aka tergeser perannya oleh robotic dan kecerdasan buatan. Ini juga bisa mengakibatkan pengangguran yang di alami oleh seorang akuntan sendiri karena sudah terganti oleh teknologi yang ada. "
,,,,
"menurut saya bagus karena bisa membantu kita dalam mengerjakan pekerjaan, tapi kita juga tidak boleh terlalu ketergantungan terhadap teknologi tersebut",cukup berdampak apalagi untuk bidang profesi yabg mengandalkan teknologi,"iya, karena profesi akuntansi sangat berkaitan dengan data data yang penting",untuk diprofesi akuntansi sendiri menurut saya boleh saja menggunakan teknologi tersebut tapi hanya sebagai pendukung saja,"tergantung manusianya, jika kita mau berusaha keras dan berkembang dalam mengerjakan pekerjaan maka kita tidak akan tergantikan oleh teknologi tersebut, tapi kita menggunakan teknologi tersebut sebagai alat pendukung pekerjaan saja, dan tidak ketergantungan terhadap teknologi tersebut."
"society 5.0 memiliki kelebihan yaitu akan semakin mempermudah kehidupan manusia di masa yang akan datang, sehingga menurut saya seharusnya manusia harus ikut berkembang agar nantinya tidak dapat digantikan oleh robot ","Menurut saya, society 5.0 akan sangat berdampak pada semua bidang profesi, mungkin akan ada beberapa profesi yang akan tergantikan tetapi tidak sepenuhnya, begitu juga nantinya akan muncul pekerjaan Baru.","mungkin akan ada perubahan yang signifikan dalam profesi akuntansi, tetapi menurut saya dengan adanya society 5.0 tidak akan tergantikan sepenuhnya melainkan akan mempermudah profesi akuntansi tersebut.",jelas di masa yang akan datang profesi akuntansi akan lebih banyak menggunakan teknologi robotic dan lain sebagainya tetapi bukan berarti profesi akuntansi sudah tidak membutuhkan tenaga manusia lagi.,"profesi akuntansi tidak akan tergantikan oleh peran robotic, melainkan kecerdasan buatan akan membatu mempermudah profesi akuntansi dalam bekerja, bagaimanapun juga profesi akuntansi pasti akan tetap membutuhkan tenaga mnusia."
"Menurut saya, bagus karena mempermudah pekerjaaan","iya, semuanya akan berdampak",iya,iya,"iya, karena beberapa tahun kedepan banyak perubahan"
"cukup bagus , karena dapat mempermudah pekerjaan ","iya, itu akan berdampak",iya,iya,"iya, karena beberapa tahun kedepan akan berdampak "
Menurut saya hal tersebut cukup membantu kita dalam melakukan pekerjaan ,"Menurut saya iya, karena pasti banyak pekerjaan yang akan di gantikan oleh robotic dah sejenisnya ","Iya, contohnya saat ini banyak sekali aplikasi aplikasi dan kecerdasan buatan yang telah membantu profesi akuntansi ",Mungkin nanti akan lebih banyak menggunakan kecerdasan buatan tetapi kita juga membutuhkan profesi akuntansi ,"Menurut saya tidak, karena mau bagaimanapun dunia masih membutuhkan profesi akuntansi "
"Menurut saya adanya society 5.0 menjadi ancaman bagi segala bidang profesi, akan banyak orang kehilangan pekerjaan dikarenakan profesi nya banyak digantikan dengan robotic.","Iya sangat berdampak, dengan adanya robotic semua pekerjaan akan menjadi lebih mudah dan sumberdaya manusia kurang dibutuhkan lagi.","Iya, karena saat ini sdah banyak aplikasi yang membantu profesi akuntansi untuk membuat sebuah laporan keuangan.",Iya.  Karena lebih mudah dan praktis menggunakan robotic,"Iya, karena semakin maju jaman aplikasi yang dibuat oleh manusia juga akan semakin canggih."
"menurut saya, Society 5.0 adalah konsep yang diperkenalkan oleh pemerintah Jepang yang menggambarkan visi masyarakat di masa depan yang diintegrasikan dengan teknologi seperti big data, robotika, dan kecerdasan buatan (AI). Dalam Society 5.0, teknologi tersebut diharapkan dapat digunakan untuk meningkatkan kualitas hidup masyarakat, mengatasi tantangan sosial, dan mencapai keberlanjutan.","munculnya Society 5.0, yang menggabungkan teknologi digital dengan kehidupan sehari-hari, termasuk big data, robotika, dan kecerdasan buatan, diperkirakan akan memiliki dampak signifikan pada berbagai bidang profesi. ","iya, profesi akuntansi telah mengalami disrupsi dalam beberapa tahun terakhir. Perkembangan teknologi dan otomatisasi telah mengubah cara kerja akuntan dan mempengaruhi bidang ini secara keseluruhan. ","iya, disrupsi di bidang profesi akuntansi telah mendorong penggunaan teknologi robotic, big data, dan kecerdasan buatan (artificial intelligence, AI) dalam aktifitasnya. Perkembangan teknologi telah memungkinkan penggunaan alat-alat otomatis dan sistem yang dapat menggantikan atau meningkatkan pekerjaan manusia dalam beberapa aspek akuntansi.","adanya disrupsi teknologi, termasuk kecerdasan buatan dan robotika, telah mempengaruhi banyak industri, termasuk bidang akuntansi. Meskipun ada perkembangan dalam otomatisasi proses akuntansi dan penggunaan kecerdasan buatan dalam beberapa tugas rutin, peran akuntan masih sangat penting dan tidak mungkin sepenuhnya tergantikan dalam waktu beberapa tahun ke depan. "
"Menurut saya, dengan  era society 5.0 ini lebih ada kemajuan atau lebih memperbudah bidang akuntansi untuk kedepannya",Iyaa berdampak karena dengan adanya era society 5.0 ini membuat Sumber daya manusia jadi tergantikan dengan robotic atau kecerdasan buatan yang membuat semakin meningkatnya pengangguran ,Iyaa,"Iya, karena sekarang ini di akuntansi sistem pencatatan tidak lagi manual tetapi menggunakan aplikasi seperti myob spreedsheet dll. ","Iyaa, karena semakin berkembangnya jaman akan membuat profesi akuntansi smakin tergeser peranannya oleh robotic"
"Menurut saya memang diera Society 5.0 ini banyak sekali kecerdasan manusia yang sudah digantikan oleh yang namanya mesin,,tetapii jika kita berpikir secara luas, meskipun manusia sudah akan digantikan oleh mesin akan tetapi peran manusia juga sangat penting karena SDM yg akan membuat mesin tersebut","Sepertinya sangat berpengaruh sekali dalam semua bidang karena bukan hanya tentang big data, semua sekrng sudah bisa kita lacak sendiri melalui yang namanya gajet,,,dan itu sangatt berdampak negatif sekalii terhadap akuntansi ","iya berpengaruh,,,karena diera Society saat ini banyak sekali para akuntan yang biasanya melakukan pembukuan secara manual tetapi dalam era society ini sudah menggunakan yang namanya aplikasi,seperti accurate,mayob dan lain-lain","Iya,Akan tetapi sebagai profesi akuntansi juga bisa belajar kembali dan memahami teknologi diera sekrng,,,lebih memperdalam tentang aplikasi² akuntansi disetiap instansi/perusahaan agar nantinya tidak terlalu dikalahkan oleh robot","Tidak akan,,,karena kita tidak tau diera masa depan akan seperti apa,,dan apakah robot akan semakin berkembang atau profesi akuntansi akan tetap berkembang seperti biasanya, dan sebagai seorang profesi akuntansi juga harus lebih memahami hal baru yang lagi berkembang agar tidak akan terkalahkan oleh mesin"
"Munculnya society 5.0 di era globalisasi saat ini akan mempengaruhi kehidupan dan cara kerja dunia. Munculnya big data, robotic memudahkan kinerja manusia. Aman tetapi hal itu juga mengancam pekerja manusia yang beralih ke penggunaan mesin atau robotic sehingga juga dapat mengurangi pekerja dan meningkatkan nya pengangguran. Manusia saat ini dituntut untuk bisa mengikuti perkembangan zaman dan meningkatkan skill","iya, karena adanya society 5.0 pekerjaan beralih ke mesin , aplikasi, robotic.",iya,"Iya, saat ini perhitungan akuntansi juga suda mulai menggunakan aplikasi. Sehingga lebih memudahkan aktivitas perusahaan ","iya, akuntansi saat ini juga suda menggunakan sistem. Terdapat beberapa aplikasi akuntansi yang memudahkan perhitungan. "
"Jadi munculnya society 5.0 terhadap big data, robotic dan kecerdasan bisa meningkatkan efisiensi dan produktivitas ",Iya berdampak ,"Tidak karena profesi akuntansi diminati oleh banyak orang,dan di bidang manapun terkait dalam hal akuntansi ","Iya,karena bisa memudahkan para profesi akuntansi dalam menginput data","Tidak,karena untuk kedepannya belum tau perkembangannya"
"Secara keseluruhan, Society 5.0 menjanjikan kemajuan besar dalam berbagai bidang, mulai dari kesehatan, pendidikan, transportasi, hingga energi. Namun, penting untuk memastikan bahwa perkembangan teknologi ini digunakan untuk kebaikan manusia dan memberikan manfaat yang merata kepada seluruh masyarakat. ","Ya, munculnya Society 5.0 dengan adanya big data, robotika, dan kecerdasan buatan berpotensi besar untuk berdampak pada semua bidang profesi. Kemajuan teknologi ini telah mengubah cara kita bekerja, berinteraksi, dan beroperasi","Ya, profesi akuntansi dapat menghadapi disrupsi sebagai hasil dari perkembangan teknologi seperti big data, kecerdasan buatan, dan otomatisasi proses. Perkembangan ini telah mengubah cara pekerjaan akuntansi dilakukan dan memberikan tantangan serta peluang baru bagi para profesional akuntansi.","Ya, adanya disrupsi di bidang profesi akuntansi telah mendorong penggunaan teknologi robotic, big data, dan kecerdasan buatan dalam aktivitas sehari-hari","Adanya disrupsi teknologi dalam bidang profesi akuntansi memang dapat mengubah peran dan tugas yang dilakukan oleh profesional akuntansi. Namun, sulit untuk secara pasti memprediksi sejauh mana pergeseran tersebut akan terjadi dalam rentang waktu beberapa tahun ke depan"
"Menurut saya, dengan ada nya society 5.0 kelebihannya adalah seluruh pekerjaan akan cepat selesai. ","Menurut saya, dampak dari munculnya society banyak budak profesi tertentu yang tidak lagi diminati karena sudah tergantikan oleh robot. ",Menurut saya iya ,Menurut saya dengan adanya disrupsi banyak diminati bagi perusahaan-perusahan karena dapat karena akan lebih efektif dan efisien. ,Menurut saya profesi akuntansi akan tergeser karena lebih efektif dan efisien menggunakan robotic. Dan profesi akuntansi manual tidak lagi digunakan. 
"Jika semua memakai robotic bagaimana dampak bagi seorang akuntan, menurut saya harus fivety², untuk seorang akuntan harus di terlibat kan",Ya,Ya karena berkaitan dengan penyusunan LK,"Kemungkinan besar, karena dengan adanya teknologi, pekerjaan bisa diselesaikan dengan efektif dan efisien ",Kemungkinan besar 
Pendapat saya pribadi setuju karena bisa menyeimbangkan antara kemajuan ekonomi dan penyelesaian berbagai masalah ,"Bisa saja berdampak,dikarenakan munculnya society,misalnya di dalam dunia pekerjaan selain kita bersaing dengan manusia,kita juga bersaing dengan robot","Pada dasarnya profesi akuntansi tidak akan disrupsi, karena peran akuntansi di dalam suatu laporan itu sangatlah penting","Iyah, jadi dengan adanya disrupsi di bidang profesi akuntansi ini, membuat manusia contohnya kepala perusahaan akan menciptakan kecerdasan buatan dalam aktivitasnya sehingga mempermudah jika dibutuhkan","Iyah, karena manusia dan robotic serta kecerdasan buatan itu berbeda, dari tenaga maupun energinya berbeda , manusia membutuhkan makan untuk melakukan kegiatan."
"Menurut saya munculnya big data, robotic dan kecerdasan buatan itu akan membuat seseorang akan malas untuk berpikir, dan melakukan sesuatu",Mungkin saja iyaa terkecuali profesi yang bisa mengatasi munculnya society 5.0,"Tidak, Karena profesi akuntansi saat ini sangat diminati oleh banyak orang",Mungkin saja karena jika terjadi disrupsi di bidang profesi akuntansi kemungkinan akan mengakibatkan hal yang tidak diinginkan seperti berkurangnya peminat di bidang profesi akuntansi sehingga kemungkinan saja beralih menggunakan teknologi ,"Kemungkinan tidak, karena kita tidak tahu kedepannya akan seperti apa, siapa tau profesi akuntansi bisa mencegah adanya disrupsi"
Menurut saya Teknologi ini berdampak positif tergantung bagaimana individu dalam meminimalisir resiko dan peluang yang muncul di society 5.0,Menurut saya iya karna berpengaruh satu sama lain,"Menurut saya tidak semua bisa digantikan dengan mesin dan teknologi, profesi akuntan diyakini akan tetap relevan di era ini","Iya, karena menggunakan teknologi robotic, big data dan kecerdasan buatan lebih efektif","Iya, karena mengikuti perkembangan "
Dengan adanya society 5.0 dunia semakin berkembang dan bergerak dengan cepat. Melalui data society 5.0 juga diharapkan dapat meningkatkan kegiatan ekonomi sosial masyarakat. Masyarakat bisa menyeimbangkan antara kemajuan ekonomi dan penyelesaian masalah manusia yang terintegrasi dengan dunia maya dan nyata.,"Dalam Society 5.0, dunia kerja sedang mengalami perubahan besar karena teknologi dan inovasi yang berkembang. Teknologi AI dan automasi berperan penting dalam mengubah pekerjaan dan memastikan bahwa pekerja memiliki keterampilan yang diperlukan untuk mengatasi perubahan ini dan tentunya akan berdampak pada semua bidang yang akan digantikan oleh robot","Sebenarnya peran para Akuntan tidak akan tergantikan sepenuhnya oleh artificial intelligence (AI) melainkan peran Akuntan hanya bergeser saja. Namun, seorang Akuntan akan benar-benar tergantikan posisinya oleh AI apabila ia tidak meningkatkan skillsnya, khususnya skills di bidang teknologi.","Tantangan utama bagi profesi akuntan dalam menghadapi era digital ini adalah penguasaan teknologi. Tantangan ini merupakan tantangan vital yang pasti dihadapi, karena di era digital teknologi lah yang menjadi teman dekat dari segala aktivitas","Secara garis besar, profesi akuntansi cukup sulit digantikan oleh robot. Dalam hal ini, sangat penting membantu pengembangan Sumber Daya Manusia (SDM) dalam menghadapi perkembangan teknologi digital yang semakin canggih sekarang."
Munculnya society 5.0 dunia akan semakin berkembang dan dapat meningkatkan kegiatan ekonomi ,Society 5.0 pasti akan berdampak pada semua bidang profesi karena teknologi berperan penting dalam sebuah pekerjaan yaitu dapat meningkatkan keterampilan para pekerja,Profesi akuntan tidak dapat digantikan sepenuhnya oleh teknologi karena dalam menggunakan teknologi tersebut masih diperlukan keterampilan dari tenaga akuntan ,Hal tersebut merupakan tantangan bagi profesi akuntansi. Profesi akuntansi harus bisa membuktikan bahwa teknologi tidak dapat menggantikan profesi,menurut saya profesi akuntansi tetap tidak akan tergantikan oleh robotic dan lainnya
dengan adanya perkembangan society 5.0 ini dihrapkan kita sebagai mahasiswa kedepanya dapat meningkatkan skill agar dapat menyeimbangi,di society 5.0 didalam dunia kerja sedang mengalami perubahan yang cukup besar karena teknologi dan inovasi yang berkembang pesat pula. semakin kedepan jaman semua akan tergantikan oleh robotic maupun kecerdasan buatan,"untuk peran para akuntan sendiri tidak akan tergantikan sepenuhnya oleh AI, bukan berarti para akuntan hilang begitu saja melainkan hanya bergeser saja. tetapi jika para akuntan tidak mengasah skillnya maka lambat laun akan tergantikan oleh AI",tantangan paling terlihat oleh para akuntan di era digital yg semakin maju yaitu penguasan teknolongi. ,tidak segampang itu para akuntan digantikan oleh para robot. dalam hal ini mungkin sangat penting dalam membantu sdm dalam menghadapi teknologi digital yang semakin canggih
Menurut saya munculnya big data itu baik dan adanya robotic itu menjadikan kehidupan kita menjadi lebih gampang juga penemuan kecerdasan buatan itu penting.,,,,
Teknologi semakin canggih sehingga mempermudah pekerjaan (kegiatan) manusia. ,"Dengan adanya teknologi yang semakin canggih dan merata ke seluruh penjuru di Indonesia,  pasti akan berdampak  pada semua bidang profesi, salah satu contohnya adalah di sebuah perusahaan Pocari dari proses pembuatan minumannya sudah tidak membutuhkan campur tangan tenaga kerja, semua dikerjakan oleh mesin (teknologi) yang canggih.",Iya,"Aplikasi di dalam akuntansi sangat diperlukan oleh perusahaan. Saya mempelajari yang namanya Sistem Informasi Akuntansi yaitu sebuah Aplikasi yang didalamnya itu terdapat informasi mengenai laporan-laporan yang ada di dalam perusahaan mulai dari laporan keuangan, persediaan dll. Teknologi yang canggih tentu akan mempermudah aktivitas para Akuntan di perusahaan. Basic awal dalam pengimputan di Aplikasi harus lah benar karena akan memengaruhi jumlah data dan laporan di akhir.",Aplikasi adalah buatan manusia yang fungsinya itu untuk mempermudah pekerjaan manusia. 
"Beberapa orang akan menganggap hal ini sebagai pencapaian dalam hal perkembangan teknologi, dan menurut saya memang benar seperti itu. Menurut saya pribadi terdapat keuntungan dan kerugian dari society 5.0 ini dimana untuk kelebihannya adalah masyarakat akan dipermudah untuk membantu kegiatan hidupnya dengan kepintaran digital. Namun untuk kerugiannya adalah peran manusia akan mulai terganti dengan sistem AI dimana hal itu akan berdampak terhadap kesulitan dalam hal karir","Iya, karena lambat laun perkembangan itu akan semakin ditingkatkan. Dan sudah banyak negara besar seperti Jepang yang menerapkan robotic dalam hal kegiatan sehari hari",Bisa iya bisa tidak. Kalau dilihat dari perkembangan teknologi saat ini dimana sudah banyak juga aplikasi akuntansi yang menyediakan jasa pembuatan laporan keuangan tanpa dihitung manual oleh manusia menungkinkan disrupsi akuntansi bisa terjadi. Tapi perlu diketahui juga kalau akuntansi juga tidak bisa lepas begitu saja dari akarnya termasuk peran manusia,"Seiring berkembangnya zaman iya, tapi tetap saja bidang akuntansi tidak bisa lepas dari peran manusia sebagai tokoh utamanya","Tidak juga, kalau manusianya sendiri masih mampu dan benar"" tingkat profesionalitasnya tinggi pasti akan tetap dibutuhkan. Karena aspek SDM dalam masa yang akan datang juga perlu dijaga agar tatanan perekonomian bisa tetap stabil"
Pastinya hal ini akan menimbulkan dampak positif dan negatif. Dampak positifnya yaitu masyarakat bisa menyeimbangkan antara kemajuan ekonomi dan penyelesaian masalah manusia yang terintegrasi dengan dunia maya dan nyata. Sedangkan dampak negatifnya adalah membuat masyarakat ketergantungan berlebih terhadap teknologi,Iya,Iya,Iya,Iya
