"Menurut Anda, bagaimana pendapat anda tentang society 5.0 yang merupakan era munculnya big data, robotic dan kecerdasan buatan?","Menurut Anda, apakah muncunya society 5.0 berdampak pada semua bidang profesi akibat adanya big data, robotic dan kecerdasan buatan?","Menurut Anda, apakah profesi akuntansi merupakan salah satu bidang profesi yang terkena disrupsi?","Menurut Anda, apakah adanya disrupsi di bidang profesi akuntansi membuat profesi tersebut lebih banyak menggunakan teknologi robotic, big data dan kecerdasan buatan dalam aktifitasnya?","Menurut Anda, apakah adanya disrupsi membuat profesi akuntansi akan tergeser peranannya oleh robotic dan kecerdasan buatan dalam rentan waktu beberapa tahun kedepan?",Compound_Score,Sentiments
Menurut saya society 5.0 dapat membantu manusia dalam meningkatkan kepekaan terhadap perubahan dan kemajuan teknologi yang ada. ,Berdampak,No,No,No,-0.296,Negatif
"Kemajuan teknologi ini sangat memberikan kemudahan bagi kita, yang mana teknologi saat ini dapat bekerja secara cepat dan efisien sehingga tidak banyak waktu yang dikeluarkan. Namun perlu juga dalam mewaspadai era ini terlebih tantangan yang dihadapi dalam hal keamanan data. Dalam menghadapi era seperti ini, perlu bagi kita untuk mempertimbangkan hal-hal yang baik dan bijak dalam menggunakan teknologi. Sehingga harapannya dengan adanya kemajuan teknologi ini tidak merusak keberagaman, moral, keadilan dan lain sebagainya. ","Ya. Karena dengan kemajuan teknologi ini dapat terjadi perubahan akan peran dan tugas. Tugas yang biasanya dikerjakan oleh manusia secara manual dapat dikerjakan oleh kecerdasan buatan secara otomatis. Sedangkan untuk tenaga kerja manusia saat ini yang masih dibutuhkan adalah tugas yang berfokus pada pemikiran yang kritis, pengambilan keputusan, dan lain sebagainya. ","Ya, profesi akuntansi merupakan salah satu bidang profesi yang terkena disrupsi. Hal ini karena dengan adanya kemajuan teknologi menghadirkan tantangan dan peluang baru. Oleh karena itu perlu bagi seorang akuntan dalam mengembangkan keterampilan baru, memanfaatkan teknologi, dan menjadi lebih kritis serta strategis dalam menghadapi tantangan dan memanfaatkan peluang yang dihadapi. ","Tentu saja iya. Dengan adanya kemajuan teknologi dapat mengubah cara kerja dalam bidang akuntansi, yang memungkinkan untuk dapat mengambil keputusan dengan lebih tepat. Sehingga perlu adanya pemanfaatan teknologi bagi seorang akuntan untuk tetap relevan dan memberikan nilai tambah untuk kinerja yang baik. ","Of course yes, because over time, data processing, preparation of financial reports, input can be done by artificial intelligence (AI) quickly and accurately. However, this shift is not complete, because there are still aspects that require an accountant, such as strategic decision making, critical thinking skills, interaction with clients, and understanding of the business context.",0.5423,Positif
Menurut saya sangat baik dengan adanya society 5.0. karena dengan adanya tersebut dapat memudahkan kita dalam menyimpan data dalam jumlah besar misalnya.,Menurut saya tidak semua bidang. Misalnya pada bidang akuntansi. Bahwa beberapa pekerjaan di bidang akuntansi tidak semuanya dilakukan oleh kecerdasan buatan. Misalnya pada analisis data keuangan. Hal ini juga menggunakan tenaga manusia,in,in,in,0.0,Netral
Munculnya seperti di atas membuat pekerjaan manusia akan tergantikan jika tidak dapat beradaptasi.,Can,No,Can,Can,0.0,Netral
Can,Can,No,Can,Maybe,0.0,Netral
"menurut pendapat saya terkait ini, kurang setuju karena akan banyak lapangan pekerjaan yang tergantikan oleh hal tersebut dan merugikan orang2 yang kesulitan ekonomi",agree,iyaa,iya setuju,agree,0.3612,Positif
Negatif ,Netral ,Positive,Positive,Positive,0.5574,Positif
Pendapat saya mengenai muncul robotik dan segala fungsnya merupakan suatu hal yang baik karena dapat membantu memperlancar keseluruhan kegiatan dalam dunia akuntansi,Menurut saya munculnya society 5.0 tentu sangat berdampak terhadap semua bidang.,Iya menurut saya jelas sangat berpengaruh karena munculnya era ini tentu menawarkan hal yang lebih efisien terutama dalam melakukan pengelolaan keuangan ,"Jika di tinjau dari segi perusahaan 2 besar tentu pasti lebih banyak di gunakan,,namun sebuah alat tentu mempunyai kekurangan,,,nya masing-masing.","Yes, of course it will shift but will not eliminate the accounting profession itself",0.2144,Positif
Menurut saya hal ini sangat berpengaruh pada kinerja atau profesi akuntansi ke depann hal ini akan banyak mebuat perubahan yang signifikan bagi para akuntan,Menurut saya sangat berpengaruh karena hal ini bisa menggeserkan posisi akuntan yang akan digantikan oleh robot masa depan,Tidak bisa,"Mungkin sebagian akan seperti itu tapi kembali ke diri kita masing"" semakin kita yakin aku kemampuam kita maka kita tidak akan tergantikan","As I explained in the fourth question, it depends on us how we develop knowledge in application in the field of accounting",0.0,Netral
"Negatif, karena kemunculan tersebut sangat berdampak pada kemungkinan punahnya profesi akuntansi",Negative,"Negatif, karena memang sudah banyak perusahaan yang menggunakan big data, robotic, dan kecerdasan buatan.",Negative,Negative,-0.5719,Negatif
"Menurut saya, adanya society 5.0 sangat berpengaruh terutama dalam bidang akuntansi karena peran manusia bisa tergantikan dan lapangan pekerjaan akan semakin berkurang yang menyebabkan banyaknya pengangguran ","Menurut saya munculnya society 5.0 berdampak pada semua bidang profesi pabrik"" besar sudah banyak yang menggunakan robot dalam proses produksi, adanya aplikasi"" administrasi, marketplace dan e-commerce juga memengaruhi semua bidang profesi ","Menurut saya iya, karena pembukuan saat ini tidak perlu ribet dilakukan secara manual karena sudah banyak aplikasi akuntansi yang memudahkan dalam pembukuan selain itu data juga tersimpan lebih aman dan mudah ditelusuri 5 10 atau 20 tahun yang lalu","Menurut saya iya karena data lebih rapi, aman dan tersambung satu sama lain","In my opinion, yes, but for the audit, I think it can last longer",0.2144,Positif
"Negatif, karena mengikuti perkembangan teknologi saat ini dan untuk masa yang akan datang",Negative,"Positif, karena sebaik apapun teknologi yang akan datang, SDM juga memiliki peran yang penting","Negatif, ","Positive, because to be able to process financial data requires an accountant",0.5574,Positif
Saya sangat setuju jika ada perubahan dari robotic dan sangat apresiasi sekali,Kalo menurut saya tidak berdampak apa apa namun adanya robotic kita bisa mempelajari hal hal yang baru dari robotic,Ya sala satunya dan itu yang perlu ditingkatkan agar perubahan semakin membaik,Jika memang adanya robotic yang membuat kita akan adanya perubahan di masa depan makan saya akan mendukung adanya robotic,"Yes, in my opinion, there is no shift in its role and that is robotics, we need to learn both of them so that their knowledge will increase",0.4215,Positif
Sangat bermanfaat ,Tidak berdampak sama sekali ,Tidak terkena disrupsi,Ia,Ia,0.0,Netral
"Menurut saya, perkembangan teknologi itu sendiri tidak bisa dihindari. Tapi pada dasarnya, kecerdasan buatan masih belum bisa terlepas dari peran manusia itu sendiri. Ada baiknya teknologi terus dikembangkan dan diperbarui, namun tidak melupakan bahwa manusia juga menjadi akar dan pemicu dari kegunaan teknologi tersebut. Manusia tidak boleh kalah ataupun menyerah begitu saja dan terus menerus untuk mempelajari perkembangan yang ada agar tidak mudah tertinggal. ","Berdampak. Mau dilihat dari nilai positif atau negatif, kecerdasan buatan jelas berdampak untuk semua bidang profesi. ","Iya, tetapi kembali lagi walaupun banyak teknologi yang mampu membantu para akuntan dalam menginput data, manusia masih menjadi yang paling dibutuhkan karena error dalam teknologi bisa terjadi kapan saja. ",Bisa jadi. Karena kecerdasan buatan dibentuk dengan tujuan untuk memudahkan para penggunanya.,"It could be, but as I previously wrote, if humans are able to keep up and keep learning, humans will not be easily displaced.",-0.3724,Negatif
"Bagus, kemajuan teknologi semakin berkembang, dan menghilangkan profesi akuntansi. Seorang akuntan bisa memilih profesi atau pekerjaan lain yang bisa mendorong & memanfaatkan kemajuan teknologi tersebut.","Tidak, karena sebagian bidang profesi adalah penggerak dari big data, robotic dan kecerdasan buatan.","Tidak, karena profesi akuntansi sebenarnya juga mampu mengontrol sistem & membenahi dari kesalahan sistem. ","Bisa jadi, karena semakin majunya teknologi, maka seorang akuntan akan dibuat lebih ringan pekerjaannya.","Yes, because technological advances will continue to make work easier, human resources will only be the driving force of technological progress.",0.8074,Positif
Menurut saya era ini sangat membantu dalam hal kegiatan sehari² maupun dalam hal bisnis akan tetapi juga memiliki dampak yang kurang pada beberapa sosial yang memiliki pendidikan rendah atau kurang berpendidikan.,Iya era ini dapat berdampak pada semua profesi jika terus dikembangkan.,"Tidak, karena menurut saya apabila adapun bantuan big data akuntansi masih perlu memerlukan seorang akuntan untuk menginput mengolah dan mengambil keputusan tertentu",Netral karena ada dampak positif dan negatif apalagi di dalam perusahaan atau instansi,"No, but if the role of robotics continues to be developed, it could have a negative impact on shifting the accounting profession and causing a lot of criminalization because it cannot compete in this era.",-0.7227,Negatif
Society 5.0 bisa membantu menyeimbangkan manusia dan penyelesaian masalah dalam dunia nyata maupun maya. Dan membantu meringankan pekerjaan yang awalnya sulit menjadi lebih mudah sedikit,"Iya, beberapa bidang profesi akan berdampak dengan  munculnya society 5.0 karena pada saat ini banyak bidang profesi yang sudah digantikan dengan robotic atau kecerdasan buatan. ","Iya, karena dalam beberapa tahun kedepan mungkin profesi akuntansi banyak yang sudah digantikan dengan teknologi yang semakin lebih berkembang","Iya, karena pada saat ini lulusan sajarna akuntansi kalah dengan lulusan SMK karena pada bidang akuntansi sudah banyak yang menerapkan aplikasi buatan yang tidak sulit untuk menginput data ","Yes, in the next few years the role of humans will be replaced by robots",0.4019,Positif
"Seiring dengan perkembangan zaman, berbagai konsep teknologi pun turut berkembang dengan pesat. Salah satunya adalah konsep society 5.0 yang pertama kali digagas oleh negara Jepang. Konsep ini bertujuan untuk memudahkan kebutuhan manusia dengan penggunaan ilmu pengetahuan berbasis teknologi modern. Misalnya Artificial Intelligence (AI), Internet of Things (IoT), dan robot. Istilah Society 5.0 sendiri baru populer sejak 2 tahun yang lalu, tepatnya pada 21 Januari 2019. Istilah ini menjadi perkembangan atas revolusi industri 4.0 atau Society 4.0. Inilah sebabnya kedua konsep tersebut tidak memiliki banyak perbedaan. Hanya saja, keduanya memiliki fokus yang berbeda. Revolusi industri cenderung menjadi konsep yang memudahkan kehidupan manusia dengan adanya AI sebagai komponen utama. Sementara Society 5.0 adalah pemanfaatan teknologi modern, namun masih mengandalkan manusia sebagai komponen utamanya. Dengan manusia sebagai komponen utamanya, konsep ini akan menciptakan suatu perkembangan teknologi yang mampu meminimalisir kesenjangan pada manusia. Hal ini hampir sama dengan konsep yang Marketing 5.0 usung. Di mana Marketing 5.0 mengombinasikan teknologi dan humanity atau peran manusia.
","Pada revolusi industri 4.0, teknologi manufaktur sudah masuk pada tren otomasi dan pertukaran data. Hal tersebut mencakup sistem cyber-fisik, internet of things (IoT), komputasi awan, dan komputasi kognitif. Dengan lahirnya teknologi digital saat ini pada revolusi industri 4.0 berdampak terhadap kehidupan manusia diseluruh dunia.","Namun bagai pisau bermata dua, tidak hanya menyumbangkan peluang dan manfaat, digitalisasi-pun sedikit demi sedikit men-disrupsi profesi akuntan. Dengan begitu cepatnya perkembangan teknologi dan arus informasi, teknologi internet telah mengubah pandangan seseorang dalam mendapatkan informasi, termasuk dalam dunia akuntansi. Kemajuan teknologi menjadikan tidak terlalu banyak sumber daya manusia yang dibutuhkan dalam perusahaan termasuk staf akuntan. Hal ini menjadikan Profesi akuntan tidak terlalu dibutuhkan karena kemajuan teknologi. Dengan adanya teknologi seperti robotika dan Artifical Intelegence (AI), hanya menunggu waktu saja kendali pekerjaan yang biasa dilakukan manusia akan tergantikan oleh robot.","berbagai sektor industri, perkembangan teknologi informasi, robot, computer, dan media daring telah membuat peran tenaga kerja manusia tergantikan. Sebagaimana dilansir di berbagai laman seperti Forbes, USA Today, Money, the Guardian, Business Insider, World Economic Forum (WEF), telah terjadi perubahan besar berbagai industri yang disebabkan oleh kemajuan tehnologi, seperti media cetak (koran), penjualan dan sewa video dan cd, toko buku, perbankan, agen real-estate dsb (USA Today 2018). Perusahaan yang bergerak di industri tersebut telah secara besar-besaran mengurangi jumlah perkerja/karyawan mereka. Mereka juga melalukan berbagai inovasi dengan menerapkan teknologi terkini supaya dapat memenangkan persaingan dalam bisnis. Berikut ini rangkuman dari berbagai sumber yang melaporkan dan memprediksi kebutuhan tenaga kerja sekarang dan dimasa yang akan datang.","The accounting profession will indeed be replaced by robots. However, accountant is a broad profession. There are things that robots can't replace of course. For example, when it comes to calculating quickly or easily presenting numbers, robots are indeed better. But the robot has no interaction, cannot provide opinions outside the patterns that have been determined by the robot programmer. So, the accounting profession will lose to robots if we are pitted against it in terms of arithmetic. By strengthening analysis, especially from various perspectives, accountants can have a competitive advantage over robots.",0.7615,Positif
Society 5.0 adalah sebuah konsep masyarakat yang diusulkan Jepang dengan berpusat kepada manusia untuk menyeimbangkan solusi atas permasalahan sosial dan kemajuan ekonomi melalui sistem integrasi antara dunia maya dan fisik.,untuk menyeimbangkan solusi atas permasalahan sosial dan kemajuan ,"profesi akuntan tidak akan hilang dan masih sangat dibutuhkan. Bahkan, akuntan berada dalam urutan ke-13 dalam daftar pekerjaan bidang bisnis terbaik pada 202","profesi akuntan tidak akan hilang dan masih sangat dibutuhkan. Bahkan, akuntan berada dalam",The next ten years,0.0,Netral
sebuah konsep masyarakat yang diusulkan Jepang dengan berpusat kepada manusia untuk menyeimbangkan solusi atas permasalahan sosial dan kemajuan ekonomi melalui sistem integrasi antara dunia maya dan fisik.,Adanya teknologi masyarakat sangat membutuhkan karna itu sangat penting bagi semua orang ,Profesi akuntansi tidak akan hilang karna akuntansi sangat di butuhkan ,Profesi akuntansi harus meningkatkan di bidang teknologi ,The accounting profession is considered to still exist today. Etc,0.0,Netral
"masyarakat 5.0 atau society 5.0 adalah masyarakat yang dapat menyelesaikan berbagai tantangan dan permasalahan sosial dengan memanfaatkan beragam inovasi yang lahir di era revolusi industri 4.0. Contohnya Internet on Things, Artificial Intelligence (kecerdasan buatan), Big Data (data dalam jumlah besar), dan robot untuk meningkatkan kualitas hidup. Konsep ini merupakan penyempurnaan dari berbagai konsep yang ada sebelumnya. Mulai dari Society 1.0 di mana manusia berada di era berburu dan mengenal tulisan. Kemudian Society 2.0 yang merupakan era pertanian, di mana masyarakat sudah mulai bercocok tanam. Society 3.0 yang sudah memasuki era industri, yaitu ketika manusia sudah memanfaatkan mesin untuk membantu aktivitas. Serta Society 4.0 atau revolusi industri 4.0, di mana manusia sudah mengenal teknologi komputer hingga internet. Kini, Society 5.0 hadir dengan mengusung konsep bahwa semua teknologi adalah bagian dari manusia itu sendiri. Artinya, internet tidak hanya berguna untuk berbagi informasi dan menganalisis data, melainkan juga untuk menjalani kehidupan. Dengan demikian, akan tercipta keseimbangan antara peran manusia (masyarakat) dan pemanfaatan teknologi.","Mulai dari persaingan internasional yang parah, hingga kesenjangan sosial yang terus meningkat. Di sinilah perlu adanya tindakan nyata untuk memecahkan masalah-masalah sosial tersebut. Akan tetapi, mencapai pembangunan ekonomi dan pemecahan masalah sosial pada saat yang sama terbukti sulit terealisasi dalam sistem sosial saat ini. Namun, hadirnya konsep masyarakat 5.0 pun memberikan dampak positif pada pemecahan masalah sosial sekaligus pembangunan ekonomi. Dalam menghadapi perubahan besar di dunia dan transformasi digital, munculnya teknologi seperti AI, IoT, robotika, machine learning, hingga pengolahan data dapat memudahkan kehidupan manusia. Konsep ini membantu dalam peningkatan produksi dan pengurangan pengangguran, dukungan industrialisasi berkelanjutan, redistribusi kekayaan, hingga mengurangi ketimpangan sosial. Dengan begitu, society 5.0 dapat mewujudkan tercapainya pembangunan ekonomi dan solusi untuk masalah sosial secara paralel. ","Kebutuhan akan profesi akuntan dibuktikan melalui terpilihnya Association of Chartered Certified Accountant (ACCA) menjadi 'The Professional Global Body of The Year' dalam Digital Accountancy Forum and Awards (DAF Awards) 2020 oleh The Accountant. Terpilihnya ACCA dalamDAF Awards 2020 ini mencakup dampak global asosiasi melalui kepemimpinan pemikiran, acara, dan aktivitas yang berkelanjutan","Di beberapa tahun terakhir, berbagai media menyajikan informasi melalui tentang profesi dan pekerjaan dimana manusia memiliki peran yang semakin berkurang. Alasan utamanya adalah terkait dengan perkembangan teknologi informasi, robot, komputerisasi, dan otomatisasi lainnya. Informasi tersebut dilaporkan dan dipublikasikan oleh The Guardian, World Economic Forum, McKinsey Global Institute (MGI), Business Insiders, Forbes, USA Today, Money, Barclays, dan sebagainya (Guardian 2018; WEF 2018; Business Insider 2018; USA Today 2018; Barclays 2018; Money 2018; Forbes 2018). Di satu sisi, profesi dan pekerjaan seperti kasir, karyawan bank, produksi dan manufaktur semakin berkurang, sedangkan di sini lain profesi dan pekerjaan seperti perekayasa perangkat-lunak, ahli gizi, dokter bedah, keuangan dan bisnis, matematika dan komputer, agrikultur, dsb semakin meningkat. Bagaimana dengan profesi akuntan? Diantara publikasi yang ada, Business Insider menyebutkan bahwa pekerjaan akuntan dan auditor akan diambil alih oleh peran robot/komputer dalam 20 tahun ke depan. Grafik 1 berikut ini menunjukkan bahwa persentase kemungkinan bahwa pekerjaan dan profesi akuntan dan auditor yang akan diambil alih oleh robot/komputer, dengan persentase kemungkinan 94% pasti dan berada di posisi kedua setelah telemarketer (Business Insider 2018).","Artificial intelligence or Artificial Intelligence (AI) has replaced several job positions in various industries, such as manufacturing, retail, customer service, to agriculture. AI which will continue to develop to become more sophisticated one day will force workers in certain professions to start switching to find career choices that are in line with technological developments.
AI and other emerging technologies will not completely replace these professionals as human intelligence will still be needed for consulting, data analysis and strategic thinking. The important thing to remember is that the application of AI technology can solve inefficiency problems, and can allow accountants to do more creative work and bring greater added value to the company. Simply put, AI is designed to enhance the capabilities of accountants, not to replace them.",0.9725,Positif
Dengan adanya Society 5.0 bisa menyeimbangkan antara kemajuan ekonomi dan penyelesaian permasalahan yang terigerentasi di dunia maya,Tidak semua ,Iyaaa ,Yes there is,Yes there is,0.4019,Positif
Menurut saya tidak bagus karena kecerdasan bukan di buat- buat melainkan kecerdasan tumbuh pada diri sendiri ,Ya berdampak ,"Menurut saya tidak, Karena akuntansi pada dasarnya adalah kesepakatan umum untuk mencatat transaksi ",Era big Data memberikan dampak signifikan terhadap profesi akuntan seperti profesi Akuntan harus meningkatkan kompetensi di bidang teknologi digital agar dapat mengoptimalkan penggunaan aset big Data yang dimilki perusahaan ,"Yes, it will be shifted",0.4019,Positif
"Menurut saya, munculnya ini sangat berpengaruh ","Menurut saya, iyaa berdampak ",Menurut saya tidak karena profesi akuntan si yang akan tetap relevan,"Menurut saya, tidakk ","In my opinion, no",-0.296,Negatif
"Menurut pendapat saya tentang Society 5.0 ini mencapai tingkat konvergensi yang tinggi antara dunia maya (virtual space) dan ruang fisik (real space). Pada society 4.0 sebelumnya, manusia akan mengakses layanan cloud (database) di dunia maya melalui Internet. Mereka akan mencari, mengambil, serta menganalisis informasi atau data yang ada. Sementara itu, di society 5.0, sejumlah besar informasi dari sensor di ruang fisik terakumulasi di dunia maya. Nantinya, data dalam jumlah besar (big data) ini akan dianalisis dengan kecerdasan buatan (AI). ","Society 5.0 hadir dengan mengusung konsep bahwa semua teknologi adalah bagian dari manusia itu sendiri. Artinya, internet tidak hanya berguna untuk berbagi informasi dan menganalisis data, melainkan juga untuk menjalani kehidupan. Dengan demikian, akan tercipta keseimbangan antara peran manusia (masyarakat) dan pemanfaatan teknologi.
","profesi akuntan tidak akan hilang dan masih sangat dibutuhkan. Bahkan, akuntan berada dalam urutan ke-13 dalam daftar pekerjaan bidang bisnis terbaik pada 2021.4 Feb 2022","profesi akuntan dinilai masih eksis hingga masa kini. Agar dapat menyesuaikan diri dengan era transformasi digital yang semakin canggih, seorang akuntan perlu meng-upgrade kualitas diri.","the accounting profession is quite difficult to be replaced by robots. In this case, it is very important to assist the development of Human Resources (HR) in dealing with the development of increasingly sophisticated digital technology today.",0.4404,Positif
"Seiring dengan perkembangan zaman, berbagai konsep teknologi pun turut berkembang dengan pesat. Salah satunya adalah konsep society 5.0 yang pertama kali digagas oleh negara Jepang. Konsep ini bertujuan untuk memudahkan kebutuhan manusia dengan penggunaan ilmu pengetahuan berbasis teknologi modern. Misalnya Artificial Intelligence (AI), Internet of Things (IoT), dan robot. Istilah Society 5.0 sendiri baru populer sejak 2 tahun yang lalu, tepatnya pada 21 Januari 2019. Istilah ini menjadi perkembangan atas revolusi industri 4.0 atau Society 4.0. ","Society 5.0 mencapai tingkat konvergensi yang tinggi antara dunia maya (virtual space) dan ruang fisik (real space). Pada society 4.0 sebelumnya, manusia akan mengakses layanan cloud (database) di dunia maya melalui Internet. Mereka akan mencari, mengambil, serta menganalisis informasi atau data yang ada. Sementara itu, di society 5.0, sejumlah besar informasi dari sensor di ruang fisik terakumulasi di dunia maya. Nantinya, data dalam jumlah besar (big data) ini akan dianalisis dengan kecerdasan buatan (AI).  ","Revolusi Industri 4.0”. Bahkan, pembahasan tentang revolusi industri 4.0 tidak hanya terjadi di kalangan pendidikan dan industri.","Menurut sya , lebih mudah untuk menggunakan ",Very helpful for the future,0.4754,Positif
menurut saya society 5.0 sangat membantu kita dalam memaksimalkan penggunaan teknologi,"ya, society 5.0 berdampak pada semua profesi termasuk bidang akuntansi","ya, menurut saya profesi akuntansi adalah salah satu bidang profesi yang terkena disrupsi akibat adanya teknologi robotic, big data dan kecerdasan buatan","ya, adanya disrupsi membuat profesi akuntansi lebih banyak menggunakan teknologi dan kecerdasan buatan misalnya myob, accurate, zahir dll","In my opinion, disruption can shift the role of the accounting profession to robotics and artificial intelligence, because with this technology a company no longer needs accountants, because they can input their own data.",-0.1531,Negatif
Setuju,"Berdampak negatif, akan tetapi bisa membantu SDM",Of,Perlu,Of,0.0,Netral
"Menurut saya
Society 5.0 mencapai tingkat konvergensi yang tinggi antara dunia maya (virtual space) dan ruang fisik (real space). Pada society 4.0 sebelumnya, manusia akan mengakses layanan cloud (database) di dunia maya melalui Internet. Mereka akan mencari, mengambil, serta menganalisis informasi atau data yang ada. Sementara itu, di society 5.0, sejumlah besar informasi dari sensor di ruang fisik terakumulasi di dunia maya. Nantinya, data dalam jumlah besar (big data) ini akan dianalisis dengan kecerdasan buatan (AI). Kemudian hasil analisis dan pemrosesan data tersebut akan diumpankan kembali ke manusia di ruang fisik dalam berbagai bentuk. Secara sederhana, society 4.0 adalah tentang mengumpulkan informasi melalui jaringan dan menganalisisnya. Namun, di Society 5.0, manusia dan sistem akan terhubung di dunia maya dan mendapatkan hasil maksimal dengan bantuan AI. Hasil tersebut kemudian akan diumpankan kembali ke ruang fisik (real space). Proses ini tentunya membawa nilai baru bagi industri dan masyarakat. Serta memengaruhi berbagai aspek kehidupan manusia. Baik dalam dunia industri, proses produksi, pengambilan keputusan dan forecasting, strategi marketing atau pemasaran, dan lain sebagainya.","Society 5.0 Menyeimbangkan Pembangunan Ekonomi dan Memecahkan Masalah Sosial Pengaruh konsep society 5.0 rupanya memberikan perubahan yang cukup signifikan saat negara Jepang menerapkannya. Sebab seiring pertumbuhan ekonomi, kehidupan masyarakat menjadi makmur dan nyaman. Permintaan energi dan bahan makanan juga turut meningkat, serta umur masyarakat menjadi lebih panjang. Sebelumnya, Jepang menghadapi berbagai masalah sosial seiring dengan globalisasi ekonomi yang maju. Mulai dari persaingan internasional yang parah, hingga kesenjangan sosial yang terus meningkat. Di sinilah perlu adanya tindakan nyata untuk memecahkan masalah-masalah sosial tersebut. Akan tetapi, mencapai pembangunan ekonomi dan pemecahan masalah sosial pada saat yang sama terbukti sulit terealisasi dalam sistem sosial saat ini. Namun, hadirnya konsep masyarakat 5.0 pun memberikan dampak positif pada pemecahan masalah sosial sekaligus pembangunan ekonomi. Dalam menghadapi perubahan besar di dunia dan transformasi digital, munculnya teknologi seperti AI, IoT, robotika, machine learning, hingga pengolahan data dapat memudahkan kehidupan manusia. Konsep ini membantu dalam peningkatan produksi dan pengurangan pengangguran, dukungan industrialisasi berkelanjutan, redistribusi kekayaan, hingga mengurangi ketimpangan sosial. Dengan begitu, society 5.0 dapat mewujudkan tercapainya pembangunan ekonomi dan solusi untuk masalah sosial secara paralel. Baca Juga : Society 5.0 vs Industry 4.0, Apa Bedanya? Green Marketing sebagai Konsep Pemasaran Berkelanjutan di Era Society 5.0 Contoh Society 5.0 dalam Berbagai Bidang Masyarakat 5.0 atau society 5.0 menjadi konsep yang diterapkan dalam berbagai bidang. Mulai dari mobilitas, kesehatan, manufaktur, pertanian, energi, penyediaan makanan, hingga pencegahan bencana alam. Untuk lebih jelasnya, berikut adalah beberapa contoh penerapan masyarakat 5.0 yang bisa Anda pahami: Nilai Baru di Bidang Mobilitas Dengan adaptasi society 5.0, akan tercipta nilai baru di bidang mobilitas. Contohnya adalah penerapan analisis big data dalam data warehouse yang mencakup beragam jenis informasi. Misalnya data sensor dari mobil, informasi real time tentang cuaca, lalu lintas, hingga akomodasi. Analisis tersebut akan memudahkan manusia dalam hal mobilitas. Contohnya adalah pemilihan rute tercepat saat menuju suatu titik lokasi, hingga perkiraan kemacetan.","Teknologi seperti AI dan machine learning dapat memungkinkan pengolahan data keuangan dan pelaporan keuangan yang lebih cepat, otomatis, dan akurat. Meskipun demikian, peran akuntan masih diperlukan untuk menginterpretasikan data keuangan dan memberikan saran serta rekomendasi untuk membuat keputusan bisnis yang baik. Sehingga, profesi akuntansi mungkin lebih mengalami perubahan dan transformasi daripada perubahan yang radikal akibat disrupsi teknologi.","Seiring dengan perkembangan teknologi, disrupsi memang akan terus terjadi di berbagai bidang termasuk di bidang profesi akuntansi. Adanya disrupsi tersebut membuat profesi akuntansi harus beradaptasi dengan teknologi yang semakin canggih dan terus berkembang.

Penggunaan teknologi robotic, big data, dan kecerdasan buatan dalam aktivitas akuntansi sudah tidak lagi menjadi hal yang asing dan semakin banyak digunakan oleh para profesional di bidang akuntansi. Penggunaan teknologi ini memungkinkan para ahli akuntansi untuk melakukan pekerjaan mereka dengan lebih cepat, tepat, dan efisien.

Tetapi, meskipun teknologi selalu berkembang dan digunakan pada aktivitas akuntansi, keberadaan manusia tetap penting, karena aspek-aspek khusus seperti etika, pengambilan keputusan, dan penilaian interpretatif membutuhkan keterlibatan manusia. Oleh karena itu, teknologi hanya dapat membantu mengurangi beban kerja dan meningkatkan produktivitas manusia dalam pekerjaannya dan bukan menggantikannya sepenuhnya.","However, we need to keep in mind that even though these technologies can perform routine and repetitive tasks quickly and efficiently, strategic decisions are still a human task. Accounting professionals are still needed to perform data analysis, answer company inquiries, and make important decisions.

In short, although the role of accountants may be changing in this digital age, they will still have an important role to play in business and industry. Their expertise and knowledge cannot be completely replaced by technology.",0.6908,Positif
"menurut pendapat saya society 5.0 merupakan segala konsep masyarakat yang akan digantikan dengan sebuah teknologi untuk memenuhi kebutuhan sehari-hari, dan berpusat pada manusia yang berkolaborasi dengan teknologi",dengan adanya teknologi ini sehingga sangat berdampak bagi bidang profesi kita,kemungkinan profesi akuntansi akan tekena perubahan ,dengan adanya perubahan dalam bidang profesi akuntansi akan membuat semua perubahan dengan menggunakan adanya teknologi ,"yes, its role will be shifted and replaced by robotic technology",0.4019,Positif
sebuah konsep masyarakat yang diusulkan Jepang dengan berpusat kepada manusia untuk menyeimbangkan solusi atas permasalahan sosial dan kemajuan ekonomi melalui sistem integrasi antara dunia maya dan fisik.,perekonomian,profesi akuntan tidak akan hilang dan masih sangat dibutuhkan,profesi akuntan harus meningkatkan kompetensi di bidang teknologi digital agar dapat mengoptimalkan penggunaan aset big data yang dimiliki perusahaan,the accounting profession is quite difficult to be replaced by robots.,-0.4201,Negatif
